trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
6,22360048,Not PM,,,,,,,,,
6,22385436,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22389471,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22406360,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22452623,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Matches,Not Discussed
6,22453013,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22493355,Not PM,,,,,,,,,
6,22511720,Not PM,,,,,,,,,
6,22527450,Not PM,,,,,,,,,
6,22536370,Not PM,,,,,,,,,
6,22594895,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22614978,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22718121,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22742762,Not PM,,,,,,,,,
6,22772081,Animal PM,More Specific,Exact,NRAS (Q61K),,,,,Excludes,Not Discussed
6,22773810,Not PM,,,,,,,,,
6,22800546,Not PM,,,,,,,,,
6,22809251,Not PM,,,,,,,,,
6,22811327,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22817889,Not PM,,,,,,,,,
6,22820643,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22842228,Not PM,,,,,,,,,
6,22876817,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22889847,Not PM,,,,,,,,,
6,22909381,Not PM,,,,,,,,,
6,22926523,Not PM,,,,,,,,,
6,22931913,Not PM,,,,,,,,,
6,22961389,Not PM,,,,,,,,,
6,22972589,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,22983396,Not PM,,,,,,,,,
6,22984562,Not PM,,,,,,,,,
6,23035722,Animal PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23046118,Not PM,,,,,,,,,
6,23069660,Not PM,,,,,,,,,
6,23069662,Not PM,,,,,,,,,
6,23076151,Not PM,,,,,,,,,
6,23095492,Not PM,,,,,,,,,
6,23102728,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23116828,Not PM,,,,,,,,,
6,23145123,Not PM,,,,,,,,,
6,23211641,Not PM,,,,,,,,,
6,23215674,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23251089,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23259392,Not PM,,,,,,,,,
6,23303902,Not PM,,,,,,,,,
6,23362874,Not PM,,,,,,,,,
6,23371260,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23377970,Not PM,,,,,,,,,
6,23382236,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23392294,Not PM,,,,,,,,,
6,23400451,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23413975,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23414474,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23414587,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23415641,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23420410,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23431193,Animal PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23432625,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23476798,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23479385,Not PM,,,,,,,,,
6,23486431,Not PM,,,,,,,,,
6,23538902,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23552414,Not PM,,,,,,,,,
6,23569304,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23580282,Not PM,,,,,,,,,
6,23589724,Not PM,,,,,,,,,
6,23594689,Not PM,,,,,,,,,
6,23621583,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23633021,Not PM,,,,,,,,,
6,23647911,Not PM,,,,,,,,,
6,23658559,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23660168,Not PM,,,,,,,,,
6,23664541,Not PM,,,,,,,,,
6,23673558,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23681370,Not PM,,,,,,,,,
6,23694694,Not PM,,,,,,,,,
6,23738911,Not PM,,,,,,,,,
6,23739925,Not PM,,,,,,,,,
6,23752084,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23771122,Not PM,,,,,,,,,
6,23773739,Not PM,,,,,,,,,
6,23775962,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23782496,Not PM,,,,,,,,,
6,23795351,Not PM,,,,,,,,,
6,23823028,Not PM,,,,,,,,,
6,23833303,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23855428,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23860532,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23861977,Not PM,,,,,,,,,
6,23882929,Not PM,,,,,,,,,
6,23893853,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23894754,Not PM,,,,,,,,,
6,23948972,Human PM,Exact,Exact,NRAS (Q61K),,,,,Matches,Not Discussed
6,23972510,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23975010,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,23993026,Not PM,,,,,,,,,
6,24006476,Not PM,,,,,,,,,
6,24028775,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24129063,Not PM,,,,,,,,,
6,24137620,Not PM,,,,,,,,,
6,24148783,Not PM,,,,,,,,,
6,24265152,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24274423,Not PM,,,,,,,,,
6,24276025,Not PM,,,,,,,,,
6,24313958,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24342721,Not PM,,,,,,,,,
6,24345920,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24407165,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24413374,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24434746,Not PM,,,,,,,,,
6,24457427,Not PM,,,,,,,,,
6,24576830,Not PM,,,,,,,,,
6,24583796,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24588908,Human PM,Exact,Different Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24608986,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24632478,Not PM,,,,,,,,,
6,24714776,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24749938,Not PM,,,,,,,,,
6,24755198,Not PM,,,,,,,,,
6,24767713,Not PM,,,,,,,,,
6,24791855,Human PM,More General,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24802725,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Excludes,Not Discussed
6,24824730,Human PM,More General,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24842760,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Excludes,Not Discussed
6,24857134,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Excludes,Not Discussed
6,24862675,Not PM,,,,,,,,,
6,24866436,Human PM,More General,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24880942,Not PM,,,,,,,,,
6,24880943,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24895460,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24909177,Not PM,,,,,,,,,
6,24918823,Not PM,,,,,,,,,
6,24920503,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24926260,Not PM,,,,,,,,,
6,24933606,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24934918,Not PM,,,,,,,,,
6,24950457,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24952407,Not PM,,,,,,,,,
6,24959217,Not PM,,,,,,,,,
6,24962318,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,24985059,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25048604,Not PM,,,,,,,,,
6,25063807,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25072125,Not PM,,,,,,,,,
6,25088201,Not PM,,,,,,,,,
6,25118623,Human PM,More General,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25126770,Not PM,,,,,,,,,
6,25130256,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25145427,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25148578,Not PM,,,,,,,,,
6,25180764,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25189354,Animal PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25243813,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25245972,Not PM,,,,,,,,,
6,25245973,Not PM,,,,,,,,,
6,25252692,Not PM,,,,,,,,,
6,25343173,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25350317,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25357015,Not PM,,,,,,,,,
6,25473943,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25490715,Not PM,,,,,,,,,
6,25504439,Animal PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25509692,Not PM,,,,,,,,,
6,25526431,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25537510,Not PM,,,,,,,,,
6,25546727,Not PM,,,,,,,,,
6,25565576,Not PM,,,,,,,,,
6,25621628,Not PM,,,,,,,,,
6,25623140,Human PM,More General,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25632386,Not PM,,,,,,,,,
6,25645078,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25646931,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25648338,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25659223,Not PM,,,,,,,,,
6,25666674,Not PM,,,,,,,,,
6,25720322,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Excludes,Not Discussed
6,25728708,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25732479,Not PM,,,,,,,,,
6,25736262,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25755684,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25767048,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25769001,Not PM,,,,,,,,,
6,25769192,Not PM,,,,,,,,,
6,25769720,Not PM,,,,,,,,,
6,25796376,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25812921,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25815427,Not PM,,,,,,,,,
6,25836739,Not PM,,,,,,,,,
6,25855892,Not PM,,,,,,,,,
6,25857817,Not PM,,,,,,,,,
6,25901794,Not PM,,,,,,,,,
6,25926041,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25944484,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,25993220,Not PM,,,,,,,,,
6,26016894,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26044256,Not PM,,,,,,,,,
6,26082490,Not PM,,,,,,,,,
6,26101714,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26116372,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26131861,Not PM,,,,,,,,,
6,26146664,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26171248,Not PM,,,,,,,,,
6,26177647,Not PM,,,,,,,,,
6,26190239,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26204954,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26222068,Not PM,,,,,,,,,
6,26263706,Not PM,,,,,,,,,
6,26275246,Not PM,,,,,,,,,
6,26282084,Not PM,,,,,,,,,
6,26303964,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26305188,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26307673,Not PM,,,,,,,,,
6,26328215,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26336887,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Excludes,Not Discussed
6,26337759,Not PM,,,,,,,,,
6,26339916,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26358384,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26385307,Not PM,,,,,,,,,
6,2639747,Not PM,,,,,,,,,
6,26399561,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26418832,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26426340,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26448190,Not PM,,,,,,,,,
6,2645372,Not PM,,,,,,,,,
6,26458859,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26477315,Not PM,,,,,,,,,
6,26485776,Not PM,,,,,,,,,
6,26498038,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,2650939,Not PM,,,,,,,,,
6,26524482,Not PM,,,,,,,,,
6,26562020,Not PM,,,,,,,,,
6,26562476,Not PM,,,,,,,,,
6,2656327,Not PM,,,,,,,,,
6,26587692,Not PM,,,,,,,,,
6,26587694,Not PM,,,,,,,,,
6,26587695,Not PM,,,,,,,,,
6,26587696,Not PM,,,,,,,,,
6,26587698,Not PM,,,,,,,,,
6,26607775,Not PM,,,,,,,,,
6,26659384,Not PM,,,,,,,,,
6,26684394,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26710785,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26753005,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26771141,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26788326,Human PM,Not Disease,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26791842,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26813076,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26818209,Not PM,,,,,,,,,
6,26825879,Not PM,,,,,,,,,
6,26870618,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Excludes,Not Discussed
6,26892658,Not PM,,,,,,,,,
6,26918736,Not PM,,,,,,,,,
6,26925781,Not PM,,,,,,,,,
6,26967478,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26970965,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26977879,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26984388,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26985376,Not PM,,,,,,,,,
6,26987942,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,26990546,Not PM,,,,,,,,,
6,27004972,Not PM,,,,,,,,,
6,27022491,Not PM,,,,,,,,,
6,27026619,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27027150,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27067506,Not PM,,,,,,,,,
6,27076591,Human PM,Not Disease,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27079618,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27137746,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27146499,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27151331,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27152946,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27155367,Not PM,,,,,,,,,
6,27156351,Not PM,,,,,,,,,
6,27188223,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27191502,Not PM,,,,,,,,,
6,27246822,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27251777,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Matches,Not Discussed
6,27251789,Human PM,Exact,Different Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27288470,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,2729758,Not PM,,,,,,,,,
6,27408455,Not PM,,,,,,,,,
6,27428425,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27439913,Human PM,More Specific,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27499925,Not PM,,,,,,,,,
6,27561113,Not PM,,,,,,,,,
6,27575024,Human PM,Not Disease,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27608486,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27636997,Human PM,Not Disease,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27655895,Not PM,,,,,,,,,
6,27660484,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27703288,Not PM,,,,,,,,,
6,27754180,Not PM,,,,,,,,,
6,27754200,Not PM,,,,,,,,,
6,27771229,Not PM,,,,,,,,,
6,27785980,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27791198,Human PM,More General,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27834353,Not PM,,,,,,,,,
6,27846237,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,27862570,Not PM,,,,,,,,,
6,2819593,Not PM,,,,,,,,,
6,284586,Not PM,,,,,,,,,
6,3168180,Not PM,,,,,,,,,
6,3277736,Not PM,,,,,,,,,
6,3286893,Not PM,,,,,,,,,
6,3510350,Not PM,,,,,,,,,
6,3623680,Not PM,,,,,,,,,
6,374094,Not PM,,,,,,,,,
6,3776492,Not PM,,,,,,,,,
6,3782601,Not PM,,,,,,,,,
6,3793478,Not PM,,,,,,,,,
6,3818231,Not PM,,,,,,,,,
6,3888837,Not PM,,,,,,,,,
6,434060,Not PM,,,,,,,,,
6,4427743,Not PM,,,,,,,,,
6,6615058,Not PM,,,,,,,,,
6,6704830,Not PM,,,,,,,,,
6,681177,Not PM,,,,,,,,,
6,6841121,Not PM,,,,,,,,,
6,6859885,Not PM,,,,,,,,,
6,7114748,Not PM,,,,,,,,,
6,7141736,Not PM,,,,,,,,,
6,7584000,Not PM,,,,,,,,,
6,758856,Not PM,,,,,,,,,
6,7597312,Not PM,,,,,,,,,
6,7607892,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,7620336,Not PM,,,,,,,,,
6,7688498,Not PM,,,,,,,,,
6,7790110,Not PM,,,,,,,,,
6,7804108,Not PM,,,,,,,,,
6,7835550,Not PM,,,,,,,,,
6,8018406,Not PM,,,,,,,,,
6,8024198,Not PM,,,,,,,,,
6,8299427,Not PM,,,,,,,,,
6,8352982,Not PM,,,,,,,,,
6,8362968,Not PM,,,,,,,,,
6,8439968,Not PM,,,,,,,,,
6,8457626,Not PM,,,,,,,,,
6,8496486,Not PM,,,,,,,,,
6,8599996,Not PM,,,,,,,,,
6,8726648,Not PM,,,,,,,,,
6,8769719,Not PM,,,,,,,,,
6,8780392,Not PM,,,,,,,,,
6,8914203,Not PM,,,,,,,,,
6,8927709,Not PM,,,,,,,,,
6,895764,Not PM,,,,,,,,,
6,8958806,Not PM,,,,,,,,,
6,8964150,Not PM,,,,,,,,,
6,9102857,Not PM,,,,,,,,,
6,9161800,Not PM,,,,,,,,,
6,9199117,Not PM,,,,,,,,,
6,9219842,Not PM,,,,,,,,,
6,9298131,Not PM,,,,,,,,,
6,9307560,Not PM,,,,,,,,,
6,9451336,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,9555173,Not PM,,,,,,,,,
6,9578425,Not PM,,,,,,,,,
6,9591818,Not PM,,,,,,,,,
6,9625425,Not PM,,,,,,,,,
6,9684096,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,9759580,Not PM,,,,,,,,,
6,9889751,Not PM,,,,,,,,,
6,AACR_2012-1893,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2012-3677,Not PM,,,,,,,,,
6,AACR_2013-1191,Not PM,,,,,,,,,
6,AACR_2013-23,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2013-2437,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2013-3381,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2013-3405,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2014-2635,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2014-2942,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2014-4331,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2014-442,Not PM,,,,,,,,,
6,AACR_2014-5523,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2015-2110,Not PM,,,,,,,,,
6,AACR_2015-2907,Not PM,,,,,,,,,
6,AACR_2015-4229,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2015-4266,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2015-4668,Not PM,,,,,,,,,
6,AACR_2016-1863,Not PM,,,,,,,,,
6,AACR_2016-2501,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2016-2685,Not PM,,,,,,,,,
6,AACR_2016-3860,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2016-3946,Not PM,,,,,,,,,
6,AACR_2016-4167,Not PM,,,,,,,,,
6,AACR_2016-4897,Not PM,,,,,,,,,
6,AACR_2017-1209,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2017-1741,Not PM,,,,,,,,,
6,AACR_2017-3717,Human PM,Exact,Different Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2017-3836,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,AACR_2017-801,Animal PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_112700-132,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_129761-144,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_131771-144,Human PM,Exact,Exact,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_145988-156,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_152674-156,Human PM,More Specific,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_165717-176,Not PM,,,,,,,,,
6,ASCO_169489-176,Not PM,,,,,,,,,
6,ASCO_181345-199,Human PM,Exact,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_184485-199,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_191661-199,Human PM,Not Disease,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_193552-199,Human PM,More Specific,Missing Gene,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_33607-65,Not PM,,,,,,,,,
6,ASCO_42644-74,Not PM,,,,,,,,,
6,ASCO_52774-74,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
6,ASCO_53924-74,Not PM,,,,,,,,,
6,ASCO_94834-114,Human PM,Exact,Missing Variant,NRAS (Q61K),,,,,Not Discussed,Not Discussed
7,1013934,Not PM,,,,,,,,,
7,10190311,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Not Discussed,Not Discussed
7,10201518,Not PM,,,,,,,,,
7,10226061,Not PM,,,,,,,,,
7,1032729,Not PM,,,,,,,,,
7,10392169,Not PM,,,,,,,,,
7,10466174,Not PM,,,,,,,,,
7,10536950,Not PM,,,,,,,,,
7,10540174,Not PM,,,,,,,,,
7,10582149,Not PM,,,,,,,,,
7,10657911,Human PM,Exact,Missing Gene,EGFR (L858R),,,,,Not Discussed,Not Discussed
7,10735950,Not PM,,,,,,,,,
7,10750726,Human PM,Exact,Missing Gene,EGFR (L858R),,,,,Not Discussed,Not Discussed
7,10981292,Not PM,,,,,,,,,
